branch,runs,raw_actions_per_run,overrides_per_run,total_raw_actions,total_overrides,replacement_rate,final_distance_per_run,privileged_state_feedback
grounded_controller_and_ablation,12,23,23,276,276,1.000000,0.064265564,True

